SystematicName,Gene,Vol_fL,log2_ratio
Q0010,NA,40,0.144710601
Q0010,NA,45,-0.420886575
Q0010,NA,50,NA
Q0010,NA,55,-1.257387843
Q0010,NA,60,-1.479780264
Q0010,NA,65,-0.110546454
Q0010,NA,70,1.154425756
Q0010,NA,75,1.149576356
Q0017,NA,40,-1.323898457
Q0017,NA,45,-0.711179155
Q0017,NA,50,0.316531079
Q0017,NA,55,0.617641813
Q0017,NA,60,-0.498061409
Q0017,NA,65,0.207760484
Q0017,NA,70,0.074958766
Q0017,NA,75,0.371553299
Q0032,NA,40,NA
Q0032,NA,45,NA
Q0032,NA,50,NA
Q0032,NA,55,NA
Q0032,NA,60,NA
Q0032,NA,65,2.565597176
Q0032,NA,70,1.056583528
Q0032,NA,75,NA
Q0045,COX1,40,0.25175335
Q0045,COX1,45,-0.339004468
Q0045,COX1,50,-0.595490528
Q0045,COX1,55,-0.281424022
Q0045,COX1,60,-0.63274874
Q0045,COX1,65,0.469102656
Q0045,COX1,70,0.630906313
Q0045,COX1,75,-0.064268654
Q0050,AI1,40,-0.783822361
Q0050,AI1,45,-0.635302276
Q0050,AI1,50,-0.622401186
Q0050,AI1,55,-0.221632188
Q0050,AI1,60,-0.064788213
Q0050,AI1,65,0.760434029
Q0050,AI1,70,0.76584911
Q0050,AI1,75,-0.12386087
Q0055,AI2,40,-0.368646982
Q0055,AI2,45,-0.59480641
Q0055,AI2,50,-0.669657033
Q0055,AI2,55,-0.107616809
Q0055,AI2,60,-0.243508602
Q0055,AI2,65,0.598586415
Q0055,AI2,70,0.725258941
Q0055,AI2,75,-0.008008862
Q0060,AI3,40,-0.143204944
Q0060,AI3,45,-0.878426046
Q0060,AI3,50,-0.711895052
Q0060,AI3,55,-0.340720832
Q0060,AI3,60,-0.072940304
Q0060,AI3,65,0.691200144
Q0060,AI3,70,0.690465762
Q0060,AI3,75,-0.042099133
Q0065,AI4,40,-0.37726543
Q0065,AI4,45,-1.024806667
Q0065,AI4,50,-1.295981461
Q0065,AI4,55,-0.138977687
Q0065,AI4,60,-0.325218682
Q0065,AI4,65,0.748952286
Q0065,AI4,70,0.83736692
Q0065,AI4,75,0.211225882
Q0070,AI5_ALPHA,40,-0.439416849
Q0070,AI5_ALPHA,45,-0.304733232
Q0070,AI5_ALPHA,50,-0.613004882
Q0070,AI5_ALPHA,55,-0.4920118
Q0070,AI5_ALPHA,60,0.084594148
Q0070,AI5_ALPHA,65,-0.05482626
Q0070,AI5_ALPHA,70,0.863797188
Q0070,AI5_ALPHA,75,0.316363055
Q0075,AI5_BETA,40,-0.450466575
Q0075,AI5_BETA,45,-0.581594077
Q0075,AI5_BETA,50,-0.515826307
Q0075,AI5_BETA,55,-0.198534623
Q0075,AI5_BETA,60,0.063123166
Q0075,AI5_BETA,65,0.57027443
Q0075,AI5_BETA,70,0.709868737
Q0075,AI5_BETA,75,-0.210971726
Q0080,ATP8,40,-1.313363406
Q0080,ATP8,45,-0.092898433
Q0080,ATP8,50,-1.03246258
Q0080,ATP8,55,0.374227577
Q0080,ATP8,60,-0.636977878
Q0080,ATP8,65,0.835940538
Q0080,ATP8,70,0.543842488
Q0080,ATP8,75,-0.015911403
Q0085,ATP6,40,0.070067548
Q0085,ATP6,45,-0.624069953
Q0085,ATP6,50,-1.050310378
Q0085,ATP6,55,-0.279431514
Q0085,ATP6,60,-0.157789025
Q0085,ATP6,65,0.578274603
Q0085,ATP6,70,0.690207882
Q0085,ATP6,75,-0.012111569
Q0092,NA,40,NA
Q0092,NA,45,1.819964971
Q0092,NA,50,NA
Q0092,NA,55,2.160040413
Q0092,NA,60,NA
Q0092,NA,65,NA
Q0092,NA,70,NA
Q0092,NA,75,NA
Q0105,COB,40,-0.028975525
Q0105,COB,45,-0.718645008
Q0105,COB,50,-0.752901059
Q0105,COB,55,-0.31954105
Q0105,COB,60,-0.151154319
Q0105,COB,65,0.835417595
Q0105,COB,70,0.464424825
Q0105,COB,75,-0.069736598
Q0110,BI2,40,-0.496091263
Q0110,BI2,45,-0.814719711
Q0110,BI2,50,-1.390721344
Q0110,BI2,55,0.282316923
Q0110,BI2,60,0.026268947
Q0110,BI2,65,0.995414765
Q0110,BI2,70,0.35936076
Q0110,BI2,75,-0.26873082
Q0115,BI3,40,-0.958161722
Q0115,BI3,45,-0.769214284
Q0115,BI3,50,-0.697591356
Q0115,BI3,55,0.001899533
Q0115,BI3,60,-0.29183167
Q0115,BI3,65,0.664065047
Q0115,BI3,70,0.492739856
Q0115,BI3,75,0.557887858
Q0120,BI4,40,-0.220555997
Q0120,BI4,45,-0.983010802
Q0120,BI4,50,-0.888131804
Q0120,BI4,55,-0.086911668
Q0120,BI4,60,-0.329943856
Q0120,BI4,65,0.733101477
Q0120,BI4,70,0.699548917
Q0120,BI4,75,0.100601085
Q0130,OLI1,40,-0.469497758
Q0130,OLI1,45,-0.373276234
Q0130,OLI1,50,-0.71729296
Q0130,OLI1,55,0.178970141
Q0130,OLI1,60,-0.207244103
Q0130,OLI1,65,0.59587886
Q0130,OLI1,70,0.299670319
Q0130,OLI1,75,0.21038536
Q0140,VAR1,40,-1.008227204
Q0140,VAR1,45,-0.916886892
Q0140,VAR1,50,-0.830986819
Q0140,VAR1,55,0.644278037
Q0140,VAR1,60,-0.734233586
Q0140,VAR1,65,0.576735297
Q0140,VAR1,70,0.281279413
Q0140,VAR1,75,0.623128202
Q0142,NA,40,1.796192314
Q0142,NA,45,-0.492758459
Q0142,NA,50,-0.726744332
Q0142,NA,55,-1.192179684
Q0142,NA,60,-1.07162076
Q0142,NA,65,-1.253004877
Q0142,NA,70,-0.149792374
Q0142,NA,75,-0.032586047
Q0143,NA,40,1.111317023
Q0143,NA,45,0.007694392
Q0143,NA,50,NA
Q0143,NA,55,0.34387647
Q0143,NA,60,NA
Q0143,NA,65,0.260460462
Q0143,NA,70,0.383842878
Q0143,NA,75,0.08731156
Q0144,NA,40,NA
Q0144,NA,45,NA
Q0144,NA,50,-0.010888316
Q0144,NA,55,NA
Q0144,NA,60,0.230119783
Q0144,NA,65,2.266645659
Q0144,NA,70,0.032180406
Q0144,NA,75,NA
Q0160,SCEI,40,0.224515593
Q0160,SCEI,45,0.07946526
Q0160,SCEI,50,-0.683297737
Q0160,SCEI,55,0.27598116
Q0160,SCEI,60,-0.197673131
Q0160,SCEI,65,0.300691491
Q0160,SCEI,70,0.118111188
Q0160,SCEI,75,-0.410374731
Q0182,NA,40,-0.715858515
Q0182,NA,45,-0.075487319
Q0182,NA,50,-0.207711611
Q0182,NA,55,-0.179016178
Q0182,NA,60,-0.393014714
Q0182,NA,65,0.676676986
Q0182,NA,70,-1.078428594
Q0182,NA,75,0.894826551
Q0250,COX2,40,-0.313045339
Q0250,COX2,45,-0.647797047
Q0250,COX2,50,-0.821647095
Q0250,COX2,55,-0.316108794
Q0250,COX2,60,-0.050106568
Q0250,COX2,65,0.640503
Q0250,COX2,70,0.920099598
Q0250,COX2,75,-0.375585595
Q0255,NA,40,-0.048515748
Q0255,NA,45,-1.16121588
Q0255,NA,50,-1.173288713
Q0255,NA,55,-0.299922151
Q0255,NA,60,-0.395681134
Q0255,NA,65,0.671674134
Q0255,NA,70,0.740857699
Q0255,NA,75,0.385164158
Q0275,COX3,40,-0.23073553
Q0275,COX3,45,-0.767199513
Q0275,COX3,50,-1.047368265
Q0275,COX3,55,-0.351310615
Q0275,COX3,60,-0.302975653
Q0275,COX3,65,0.641329497
Q0275,COX3,70,0.988129518
Q0275,COX3,75,-0.091471548
Q0297,NA,40,NA
Q0297,NA,45,NA
Q0297,NA,50,NA
Q0297,NA,55,NA
Q0297,NA,60,NA
Q0297,NA,65,NA
Q0297,NA,70,NA
Q0297,NA,75,NA
R0010W,FLP1,40,-1.639410285
R0010W,FLP1,45,-0.385653692
R0010W,FLP1,50,-0.054447784
R0010W,FLP1,55,-1.339850003
R0010W,FLP1,60,0.747612838
R0010W,FLP1,65,0.869603363
R0010W,FLP1,70,-1.339850003
R0010W,FLP1,75,0.726239188
R0020C,REP1,40,-1.139751964
R0020C,REP1,45,-0.336443875
R0020C,REP1,50,0.112635198
R0020C,REP1,55,0.142019005
R0020C,REP1,60,0.753876733
R0020C,REP1,65,-0.011277406
R0020C,REP1,70,-0.8696628
R0020C,REP1,75,0.426227434
R0030W,RAF1,40,NA
R0030W,RAF1,45,-0.023846742
R0030W,RAF1,50,0.069262662
R0030W,RAF1,55,NA
R0030W,RAF1,60,0.461580085
R0030W,RAF1,65,0.239187664
R0030W,RAF1,70,0.391190757
R0030W,RAF1,75,1.069262662
R0040C,REP2,40,NA
R0040C,REP2,45,0.752072487
R0040C,REP2,50,0.536343796
R0040C,REP2,55,0.105709441
R0040C,REP2,60,0.282587203
R0040C,REP2,65,0.582147485
R0040C,REP2,70,0.105709441
R0040C,REP2,75,NA
YAL001C,TFC3,40,0.242266689
YAL001C,TFC3,45,-0.969482772
YAL001C,TFC3,50,-0.363530374
YAL001C,TFC3,55,0.08351474
YAL001C,TFC3,60,-0.075152753
YAL001C,TFC3,65,0.317199244
YAL001C,TFC3,70,0.46931297
YAL001C,TFC3,75,-0.168116951
YAL002W,VPS8,40,0.119810164
YAL002W,VPS8,45,-0.436515132
YAL002W,VPS8,50,0.014229265
YAL002W,VPS8,55,-0.318945535
YAL002W,VPS8,60,-0.416242736
YAL002W,VPS8,65,0.053522112
YAL002W,VPS8,70,0.483921996
YAL002W,VPS8,75,0.235376373
YAL003W,EFB1,40,-0.003221615
YAL003W,EFB1,45,0.005509972
YAL003W,EFB1,50,0.023302767
YAL003W,EFB1,55,0.027855053
YAL003W,EFB1,60,-0.033769602
YAL003W,EFB1,65,-0.188167993
YAL003W,EFB1,70,0.043938001
YAL003W,EFB1,75,0.107175324
YAL004W,NA,40,NA
YAL004W,NA,45,NA
YAL004W,NA,50,NA
YAL004W,NA,55,NA
YAL004W,NA,60,NA
YAL004W,NA,65,NA
YAL004W,NA,70,NA
YAL004W,NA,75,NA
YAL005C,SSA1,40,-0.94301873
YAL005C,SSA1,45,-0.8839435
YAL005C,SSA1,50,0.1038686
YAL005C,SSA1,55,0.481953668
YAL005C,SSA1,60,0.380076017
YAL005C,SSA1,65,-0.292357423
YAL005C,SSA1,70,0.285013018
YAL005C,SSA1,75,0.176691824
YAL007C,ERP2,40,-1.215182457
YAL007C,ERP2,45,-0.963567014
YAL007C,ERP2,50,-0.281073976
YAL007C,ERP2,55,0.238976645
YAL007C,ERP2,60,0.422295386
YAL007C,ERP2,65,0.35210013
YAL007C,ERP2,70,0.489938807
YAL007C,ERP2,75,0.046141657
YAL008W,FUN14,40,0.436102853
YAL008W,FUN14,45,-0.041056728
YAL008W,FUN14,50,0.04776022
YAL008W,FUN14,55,-0.163234582
YAL008W,FUN14,60,0.096587148
YAL008W,FUN14,65,-0.397143928
YAL008W,FUN14,70,0.388080627
YAL008W,FUN14,75,-0.71032926
YAL009W,SPO7,40,0.099422905
YAL009W,SPO7,45,0.0701238
YAL009W,SPO7,50,-0.00902846
YAL009W,SPO7,55,0.040217315
YAL009W,SPO7,60,-0.02287952
YAL009W,SPO7,65,-0.040296573
YAL009W,SPO7,70,-0.067172866
YAL009W,SPO7,75,-0.080712794
YAL010C,MDM10,40,-0.261522184
YAL010C,MDM10,45,-0.824259204
YAL010C,MDM10,50,-0.209872298
YAL010C,MDM10,55,-0.027836186
YAL010C,MDM10,60,-0.274974554
YAL010C,MDM10,65,0.565933332
YAL010C,MDM10,70,0.03714009
YAL010C,MDM10,75,0.50855937
YAL011W,SWC3,40,-0.010213434
YAL011W,SWC3,45,-0.185596123
YAL011W,SWC3,50,7.12e-5
YAL011W,SWC3,55,-0.091596641
YAL011W,SWC3,60,-0.370491702
YAL011W,SWC3,65,-0.045034795
YAL011W,SWC3,70,0.085724399
YAL011W,SWC3,75,0.470125675
YAL012W,CYS3,40,0.080330193
YAL012W,CYS3,45,-0.43034897
YAL012W,CYS3,50,-0.247943762
YAL012W,CYS3,55,-0.356926563
YAL012W,CYS3,60,-0.672376597
YAL012W,CYS3,65,-0.318163299
YAL012W,CYS3,70,0.213871527
YAL012W,CYS3,75,0.991591181
YAL013W,DEP1,40,-0.194141683
YAL013W,DEP1,45,-0.360685265
YAL013W,DEP1,50,0.272311895
YAL013W,DEP1,55,0.301171734
YAL013W,DEP1,60,-0.633103087
YAL013W,DEP1,65,-0.823530856
YAL013W,DEP1,70,-0.086135632
YAL013W,DEP1,75,0.811748997
YAL014C,SYN8,40,0.001823504
YAL014C,SYN8,45,-0.194383893
YAL014C,SYN8,50,-0.226046358
YAL014C,SYN8,55,0.047854969
YAL014C,SYN8,60,-0.186056626
YAL014C,SYN8,65,-0.389317464
YAL014C,SYN8,70,0.29541083
YAL014C,SYN8,75,0.450335011
YAL015C,NTG1,40,-1.183958868
YAL015C,NTG1,45,-0.55074614
YAL015C,NTG1,50,0.081607981
YAL015C,NTG1,55,-0.090544397
YAL015C,NTG1,60,0.348489853
YAL015C,NTG1,65,0.262097537
YAL015C,NTG1,70,0.254774547
YAL015C,NTG1,75,0.280039863
YAL016C-A,NA,40,0.040714648
YAL016C-A,NA,45,0.073757652
YAL016C-A,NA,50,-0.106009968
YAL016C-A,NA,55,0.216963471
YAL016C-A,NA,60,-0.302625056
YAL016C-A,NA,65,-0.498302253
YAL016C-A,NA,70,-0.192191362
YAL016C-A,NA,75,0.519534931
YAL016C-B,NA,40,-1.050733656
YAL016C-B,NA,45,-0.299363344
YAL016C-B,NA,50,-0.795206787
YAL016C-B,NA,55,0.3835194
YAL016C-B,NA,60,0.508203381
YAL016C-B,NA,65,0.239907067
YAL016C-B,NA,70,0.545004555
YAL016C-B,NA,75,-0.392769324
YAL016W,TPD3,40,0.705518394
YAL016W,TPD3,45,-0.355389251
YAL016W,TPD3,50,-0.327331184
YAL016W,TPD3,55,-0.120469677
YAL016W,TPD3,60,-0.315582788
YAL016W,TPD3,65,-0.038682739
YAL016W,TPD3,70,0.199549309
YAL016W,TPD3,75,-0.081150037
YAL017W,PSK1,40,-0.078630166
YAL017W,PSK1,45,-0.485144472
YAL017W,PSK1,50,0.135988128
YAL017W,PSK1,55,0.057300169
YAL017W,PSK1,60,-0.09905167
YAL017W,PSK1,65,-0.116089177
YAL017W,PSK1,70,0.382047935
YAL017W,PSK1,75,0.056214211
YAL018C,LDS1,40,0.46141975
YAL018C,LDS1,45,-0.624210321
YAL018C,LDS1,50,-1.333760458
YAL018C,LDS1,55,-0.922972432
YAL018C,LDS1,60,-0.359447102
YAL018C,LDS1,65,-0.143238552
YAL018C,LDS1,70,1.262473155
YAL018C,LDS1,75,-0.049664437
YAL019W,FUN30,40,-0.013847702
YAL019W,FUN30,45,0.331905497
YAL019W,FUN30,50,0.217754842
YAL019W,FUN30,55,-0.271086028
YAL019W,FUN30,60,-0.121372238
YAL019W,FUN30,65,-0.036686508
YAL019W,FUN30,70,-0.189807536
YAL019W,FUN30,75,-0.016930855
YAL019W-A,NA,40,-1.166331737
YAL019W-A,NA,45,-1.241466067
YAL019W-A,NA,50,0.350034718
YAL019W-A,NA,55,0.229194939
YAL019W-A,NA,60,-0.314352782
YAL019W-A,NA,65,-0.750218001
YAL019W-A,NA,70,0.641638276
YAL019W-A,NA,75,0.787355107
YAL020C,ATS1,40,-0.273963966
YAL020C,ATS1,45,-0.501240675
YAL020C,ATS1,50,0.006412827
YAL020C,ATS1,55,0.339962018
YAL020C,ATS1,60,0.080865003
YAL020C,ATS1,65,-0.101400197
YAL020C,ATS1,70,0.178302072
YAL020C,ATS1,75,0.10426632
YAL021C,CCR4,40,0.148851956
YAL021C,CCR4,45,-0.474471018
YAL021C,CCR4,50,-0.077635543
YAL021C,CCR4,55,0.138298178
YAL021C,CCR4,60,-0.49513568
YAL021C,CCR4,65,-0.612622604
YAL021C,CCR4,70,0.188948602
YAL021C,CCR4,75,0.695933842
YAL022C,FUN26,40,-0.523982361
YAL022C,FUN26,45,-0.405060263
YAL022C,FUN26,50,-0.217077872
YAL022C,FUN26,55,0.20292588
YAL022C,FUN26,60,-0.053959915
YAL022C,FUN26,65,-0.318645511
YAL022C,FUN26,70,0.407605058
YAL022C,FUN26,75,0.532482815
YAL023C,PMT2,40,-0.733098029
YAL023C,PMT2,45,-0.639269449
YAL023C,PMT2,50,-0.182631045
YAL023C,PMT2,55,0.378048048
YAL023C,PMT2,60,0.065312377
YAL023C,PMT2,65,-0.141510559
YAL023C,PMT2,70,0.613148439
YAL023C,PMT2,75,0.128557109
YAL024C,LTE1,40,-0.598153221
YAL024C,LTE1,45,-1.715559176
YAL024C,LTE1,50,-0.678406177
YAL024C,LTE1,55,-0.047321631
YAL024C,LTE1,60,-0.06120334
YAL024C,LTE1,65,0.324647147
YAL024C,LTE1,70,0.876702846
YAL024C,LTE1,75,0.480609925
YAL025C,MAK16,40,0.876407838
YAL025C,MAK16,45,0.902795943
YAL025C,MAK16,50,0.297986301
YAL025C,MAK16,55,-0.450875502
YAL025C,MAK16,60,-0.713363054
YAL025C,MAK16,65,-1.007292183
YAL025C,MAK16,70,-1.230431852
YAL025C,MAK16,75,-0.322065559
YAL026C,DRS2,40,0.275029426
YAL026C,DRS2,45,-0.187492138
YAL026C,DRS2,50,-0.227162284
YAL026C,DRS2,55,-0.016811206
YAL026C,DRS2,60,-0.188343035
YAL026C,DRS2,65,-0.116940792
YAL026C,DRS2,70,0.374606254
YAL026C,DRS2,75,-0.039663242
YAL026C-A,NA,40,-1.118836657
YAL026C-A,NA,45,-0.116725507
YAL026C-A,NA,50,-0.052854407
YAL026C-A,NA,55,0.01015764
YAL026C-A,NA,60,0.291209012
YAL026C-A,NA,65,1.26884e-4
YAL026C-A,NA,70,0.313911806
YAL026C-A,NA,75,0.237975827
YAL027W,SAW1,40,0.492253315
YAL027W,SAW1,45,0.012814364
YAL027W,SAW1,50,0.037546023
YAL027W,SAW1,55,-0.206918711
YAL027W,SAW1,60,-0.11430756
YAL027W,SAW1,65,-0.071751927
YAL027W,SAW1,70,-0.122804317
YAL027W,SAW1,75,-0.15524858
YAL028W,FRT2,40,-0.700923546
YAL028W,FRT2,45,-0.590941085
YAL028W,FRT2,50,0.025730275
YAL028W,FRT2,55,0.017469942
YAL028W,FRT2,60,0.202608037
YAL028W,FRT2,65,-0.176632404
YAL028W,FRT2,70,0.453541351
YAL028W,FRT2,75,0.362659659
YAL029C,MYO4,40,-0.280073547
YAL029C,MYO4,45,-0.294756098
YAL029C,MYO4,50,-0.201056514
YAL029C,MYO4,55,-0.185102812
YAL029C,MYO4,60,-0.061944634
YAL029C,MYO4,65,0.398582564
YAL029C,MYO4,70,0.20552022
YAL029C,MYO4,75,0.241785244
YAL030W,SNC1,40,0.093261944
YAL030W,SNC1,45,-0.376555818
YAL030W,SNC1,50,0.313000781
YAL030W,SNC1,55,0.249478919
YAL030W,SNC1,60,-0.71803877
YAL030W,SNC1,65,-0.415451886
YAL030W,SNC1,70,-0.337081377
YAL030W,SNC1,75,0.662233312
YAL031C,GIP4,40,-0.063565129
YAL031C,GIP4,45,-0.784732013
YAL031C,GIP4,50,-0.190278063
YAL031C,GIP4,55,0.088437965
YAL031C,GIP4,60,-0.491658781
YAL031C,GIP4,65,-0.094215342
YAL031C,GIP4,70,0.643192729
YAL031C,GIP4,75,0.393106859
YAL031W-A,NA,40,0.279289613
YAL031W-A,NA,45,-0.734040717
YAL031W-A,NA,50,-0.501768565
YAL031W-A,NA,55,-0.155993728
YAL031W-A,NA,60,-0.107872701
YAL031W-A,NA,65,0.338955106
YAL031W-A,NA,70,0.009484249
YAL031W-A,NA,75,0.466798927
YAL032C,PRP45,40,0.502231474
YAL032C,PRP45,45,-0.558545688
YAL032C,PRP45,50,-0.016855896
YAL032C,PRP45,55,-0.238563439
YAL032C,PRP45,60,-0.33711517
YAL032C,PRP45,65,-0.036512855
YAL032C,PRP45,70,0.11746803
YAL032C,PRP45,75,0.283539037
YAL033W,POP5,40,-0.810643842
YAL033W,POP5,45,0.240601298
YAL033W,POP5,50,-0.03717461
YAL033W,POP5,55,0.020386872
YAL033W,POP5,60,0.281671681
YAL033W,POP5,65,0.127463959
YAL033W,POP5,70,0.087117607
YAL033W,POP5,75,-0.169137249
YAL034C,FUN19,40,-0.46626348
YAL034C,FUN19,45,-0.625381726
YAL034C,FUN19,50,0.203725656
YAL034C,FUN19,55,0.225528133
YAL034C,FUN19,60,0.066752298
YAL034C,FUN19,65,-0.158141184
YAL034C,FUN19,70,0.183510431
YAL034C,FUN19,75,0.296148395
YAL034C-B,NA,40,0.59903154
YAL034C-B,NA,45,-0.419475589
YAL034C-B,NA,50,0.209949446
YAL034C-B,NA,55,0.30319567
YAL034C-B,NA,60,-0.369550364
YAL034C-B,NA,65,-0.399297707
YAL034C-B,NA,70,-0.433086021
YAL034C-B,NA,75,0.103202633
YAL034W-A,MTW1,40,-0.735243981
YAL034W-A,MTW1,45,-0.59020494
YAL034W-A,MTW1,50,0.143350998
YAL034W-A,MTW1,55,0.370511332
YAL034W-A,MTW1,60,0.348317924
YAL034W-A,MTW1,65,0.06212084
YAL034W-A,MTW1,70,-0.116203293
YAL034W-A,MTW1,75,0.134969047
YAL035W,FUN12,40,0.304919912
YAL035W,FUN12,45,-0.012019163
YAL035W,FUN12,50,0.133519752
YAL035W,FUN12,55,0.002221822
YAL035W,FUN12,60,-0.51893898
YAL035W,FUN12,65,-0.174545041
YAL035W,FUN12,70,-0.30686802
YAL035W,FUN12,75,0.358522095
YAL036C,RBG1,40,-0.266494561
YAL036C,RBG1,45,0.143658475
YAL036C,RBG1,50,-0.061013741
YAL036C,RBG1,55,-0.238340327
YAL036C,RBG1,60,0.088377983
YAL036C,RBG1,65,-0.023377314
YAL036C,RBG1,70,0.266865508
YAL036C,RBG1,75,0.010576514
YAL037C-A,NA,40,-0.135125585
YAL037C-A,NA,45,-0.248165523
YAL037C-A,NA,50,-0.18619977
YAL037C-A,NA,55,1.082779445
YAL037C-A,NA,60,-0.787501007
YAL037C-A,NA,65,0.591768799
YAL037C-A,NA,70,-1.858219005
YAL037C-A,NA,75,-0.171115442
YAL037C-B,NA,40,-0.864227399
YAL037C-B,NA,45,-0.80249122
YAL037C-B,NA,50,-0.782716628
YAL037C-B,NA,55,0.170907431
YAL037C-B,NA,60,0.049379323
YAL037C-B,NA,65,0.311149614
YAL037C-B,NA,70,0.513248663
YAL037C-B,NA,75,0.553348305
YAL037W,NA,40,-0.345661779
YAL037W,NA,45,-0.143907988
YAL037W,NA,50,0.166219347
YAL037W,NA,55,0.237920812
YAL037W,NA,60,0.258028386
YAL037W,NA,65,0.091276635
YAL037W,NA,70,0.019740642
YAL037W,NA,75,-0.450774476
YAL038W,CDC19,40,0.05239059
YAL038W,CDC19,45,-0.552458863
YAL038W,CDC19,50,-0.322779851
YAL038W,CDC19,55,0.269451214
YAL038W,CDC19,60,-0.291397598
YAL038W,CDC19,65,-0.545247011
YAL038W,CDC19,70,0.31079327
YAL038W,CDC19,75,0.61683795
YAL039C,CYC3,40,0.370892148
YAL039C,CYC3,45,0.196362435
YAL039C,CYC3,50,0.466478008
YAL039C,CYC3,55,-0.194692235
YAL039C,CYC3,60,-0.709671172
YAL039C,CYC3,65,-0.94816046
YAL039C,CYC3,70,-0.030247163
YAL039C,CYC3,75,0.258875462
YAL040C,CLN3,40,-0.419789552
YAL040C,CLN3,45,-0.064903619
YAL040C,CLN3,50,0.244082721
YAL040C,CLN3,55,0.123709618
YAL040C,CLN3,60,-0.469492169
YAL040C,CLN3,65,-0.505636733
YAL040C,CLN3,70,0.186095722
YAL040C,CLN3,75,0.544323074
YAL041W,CDC24,40,-0.508395815
YAL041W,CDC24,45,-0.287911216
YAL041W,CDC24,50,-0.114109623
YAL041W,CDC24,55,-0.170012963
YAL041W,CDC24,60,-0.079743185
YAL041W,CDC24,65,0.295714306
YAL041W,CDC24,70,0.224025012
YAL041W,CDC24,75,0.404266456
YAL042C-A,NA,40,-1.046399935
YAL042C-A,NA,45,0.125319017
YAL042C-A,NA,50,0.419187035
YAL042C-A,NA,55,0.477091777
YAL042C-A,NA,60,-0.478228894
YAL042C-A,NA,65,-1.226406846
YAL042C-A,NA,70,-0.056329331
YAL042C-A,NA,75,0.668137892
YAL042W,ERV46,40,0.196472484
YAL042W,ERV46,45,-0.290717154
YAL042W,ERV46,50,-0.124011162
YAL042W,ERV46,55,0.285860936
YAL042W,ERV46,60,-0.390804148
YAL042W,ERV46,65,-0.316803566
YAL042W,ERV46,70,0.062554035
YAL042W,ERV46,75,0.36734533
YAL043C,PTA1,40,0.153584958
YAL043C,PTA1,45,-0.522014461
YAL043C,PTA1,50,0.115980005
YAL043C,PTA1,55,-0.115897812
YAL043C,PTA1,60,-0.405625396
YAL043C,PTA1,65,-0.571605703
YAL043C,PTA1,70,0.192645078
YAL043C,PTA1,75,0.690746738
YAL044C,GCV3,40,-0.41699094
YAL044C,GCV3,45,-1.392107957
YAL044C,GCV3,50,-0.895333588
YAL044C,GCV3,55,-1.370093241
YAL044C,GCV3,60,-0.567913525
YAL044C,GCV3,65,0.27385335
YAL044C,GCV3,70,1.371254047
YAL044C,GCV3,75,0.560656447
YAL044W-A,NA,40,0.174950971
YAL044W-A,NA,45,-0.22324533
YAL044W-A,NA,50,-0.260843525
YAL044W-A,NA,55,0.075461539
YAL044W-A,NA,60,-0.056641997
YAL044W-A,NA,65,0.152112717
YAL044W-A,NA,70,0.178830055
YAL044W-A,NA,75,-0.117976447
YAL045C,NA,40,-0.516575526
YAL045C,NA,45,0.296166124
YAL045C,NA,50,0.516231617
YAL045C,NA,55,-0.041542062
YAL045C,NA,60,-0.187517967
YAL045C,NA,65,-0.635716029
YAL045C,NA,70,-0.069729288
YAL045C,NA,75,0.259073778
YAL046C,AIM1,40,0.021856495
YAL046C,AIM1,45,-0.578072392
YAL046C,AIM1,50,-0.481756673
YAL046C,AIM1,55,0.36154168800000003
YAL046C,AIM1,60,-0.089092674
YAL046C,AIM1,65,-0.054036855
YAL046C,AIM1,70,0.372857002
YAL046C,AIM1,75,0.157959117
YAL047C,SPC72,40,-0.84179963
YAL047C,SPC72,45,-0.378843188
YAL047C,SPC72,50,-0.11437255
YAL047C,SPC72,55,0.128180663
YAL047C,SPC72,60,0.246920949
YAL047C,SPC72,65,0.249897881
YAL047C,SPC72,70,0.080065809
YAL047C,SPC72,75,0.290942519
YAL047W-A,NA,40,-1.203872333
YAL047W-A,NA,45,-0.954643727
YAL047W-A,NA,50,-0.388296905
YAL047W-A,NA,55,-1.047753131
YAL047W-A,NA,60,0.561662413
YAL047W-A,NA,65,0.872393561
YAL047W-A,NA,70,0.119703614
YAL047W-A,NA,75,0.494663674
YAL048C,GEM1,40,0.194550744
YAL048C,GEM1,45,-0.773225286
YAL048C,GEM1,50,-0.241374122
YAL048C,GEM1,55,-0.288212372
YAL048C,GEM1,60,-0.196008817
YAL048C,GEM1,65,-0.067891301
YAL048C,GEM1,70,0.535899461
YAL048C,GEM1,75,0.410155996
YAL049C,AIM2,40,-0.118546063
YAL049C,AIM2,45,-0.051601432
YAL049C,AIM2,50,-0.00326223
YAL049C,AIM2,55,-0.356100862
YAL049C,AIM2,60,0.027476332
YAL049C,AIM2,65,0.1424461
YAL049C,AIM2,70,0.109869277
YAL049C,AIM2,75,0.179985006
YAL051W,OAF1,40,0.218006682
YAL051W,OAF1,45,-0.470474447
YAL051W,OAF1,50,-0.067820672
YAL051W,OAF1,55,-0.047239795
YAL051W,OAF1,60,-0.29038584
YAL051W,OAF1,65,-0.066784625
YAL051W,OAF1,70,0.160776899
YAL051W,OAF1,75,0.381778649
YAL053W,FLC2,40,-0.253856682
YAL053W,FLC2,45,-0.247958493
YAL053W,FLC2,50,0.055606165
