SystematicName,Gene,Vol_fL,log2_ratio
YDL105W,NSE4,60,0.408078678
YDL105W,NSE4,65,-0.378996813
YDL105W,NSE4,70,-0.01420475
YDL105W,NSE4,75,-0.139797064
YDL106C,PHO2,40,-0.293884172
YDL106C,PHO2,45,-0.566458902
YDL106C,PHO2,50,-0.193292346
YDL106C,PHO2,55,0.016095529
YDL106C,PHO2,60,0.016514613
YDL106C,PHO2,65,0.309065454
YDL106C,PHO2,70,0.178456135
YDL106C,PHO2,75,0.31162903
YDL107W,MSS2,40,-0.043785589
YDL107W,MSS2,45,0.012191081
YDL107W,MSS2,50,-0.038060601
YDL107W,MSS2,55,-0.220214488
YDL107W,MSS2,60,0.106696567
YDL107W,MSS2,65,0.147209342
YDL107W,MSS2,70,0.240601378
YDL107W,MSS2,75,-0.280445826
YDL108W,KIN28,40,0.469792319
YDL108W,KIN28,45,-0.201651691
YDL108W,KIN28,50,-0.084724117
YDL108W,KIN28,55,-0.011366557
YDL108W,KIN28,60,-0.22855684
YDL108W,KIN28,65,-0.059978741
YDL108W,KIN28,70,-0.057750066
YDL108W,KIN28,75,0.052263637
YDL109C,NA,40,-0.479787442
YDL109C,NA,45,-0.594410741
YDL109C,NA,50,0.016216643
YDL109C,NA,55,-0.066031769
YDL109C,NA,60,-0.383158877
YDL109C,NA,65,-0.41465473
YDL109C,NA,70,0.434430387
YDL109C,NA,75,0.83649208
YDL110C,TMA17,40,0.299830163
YDL110C,TMA17,45,-0.128154352
YDL110C,TMA17,50,0.560673578
YDL110C,TMA17,55,0.142194433
YDL110C,TMA17,60,0.059704139
YDL110C,TMA17,65,-0.663834972
YDL110C,TMA17,70,-0.334113178
YDL110C,TMA17,75,-0.30625701
YDL111C,RRP42,40,0.190955642
YDL111C,RRP42,45,0.21077256
YDL111C,RRP42,50,-0.034068729
YDL111C,RRP42,55,-0.038142223
YDL111C,RRP42,60,-0.218986445
YDL111C,RRP42,65,-0.216214695
YDL111C,RRP42,70,-0.114936574
YDL111C,RRP42,75,0.146902261
YDL112W,TRM3,40,0.739075262
YDL112W,TRM3,45,0.454762512
YDL112W,TRM3,50,-0.238987746
YDL112W,TRM3,55,-0.284864268
YDL112W,TRM3,60,-0.431586748
YDL112W,TRM3,65,-0.151088601
YDL112W,TRM3,70,-0.43343092
YDL112W,TRM3,75,-0.136595101
YDL113C,ATG20,40,-0.749709898
YDL113C,ATG20,45,-0.345148732
YDL113C,ATG20,50,0.082698116
YDL113C,ATG20,55,-0.018469291999999998
YDL113C,ATG20,60,0.139566415
YDL113C,ATG20,65,0.241472993
YDL113C,ATG20,70,0.392812625
YDL113C,ATG20,75,-0.036451874
YDL114W,NA,40,0.132499982
YDL114W,NA,45,-1.395720007
YDL114W,NA,50,-0.494404282
YDL114W,NA,55,0.029712664
YDL114W,NA,60,-0.94826103
YDL114W,NA,65,0.601296135
YDL114W,NA,70,0.926208088
YDL114W,NA,75,-0.221826103
YDL114W-A,NA,40,-0.075517957
YDL114W-A,NA,45,0.469778729
YDL114W-A,NA,50,0.411413415
YDL114W-A,NA,55,0.406862271
YDL114W-A,NA,60,-0.703186875
YDL114W-A,NA,65,-0.689519284
YDL114W-A,NA,70,-0.508287248
YDL114W-A,NA,75,0.101627618
YDL115C,IWR1,40,0.623134065
YDL115C,IWR1,45,0.158812451
YDL115C,IWR1,50,0.129038612
YDL115C,IWR1,55,-0.016823709
YDL115C,IWR1,60,-0.391986317
YDL115C,IWR1,65,-0.043057179
YDL115C,IWR1,70,-0.617373354
YDL115C,IWR1,75,-0.18949724
YDL116W,NUP84,40,0.186236792
YDL116W,NUP84,45,-0.03357287
YDL116W,NUP84,50,-0.243713584
YDL116W,NUP84,55,-0.257100138
YDL116W,NUP84,60,-0.049101435
YDL116W,NUP84,65,0.419633903
YDL116W,NUP84,70,0.041160522
YDL116W,NUP84,75,-0.199576437
YDL117W,CYK3,40,-0.275407307
YDL117W,CYK3,45,-0.961670412
YDL117W,CYK3,50,-0.955570212
YDL117W,CYK3,55,-0.71631914
YDL117W,CYK3,60,-0.688230385
YDL117W,CYK3,65,0.695330045
YDL117W,CYK3,70,0.208933665
YDL117W,CYK3,75,1.097834459
YDL118W,NA,40,0.302512163
YDL118W,NA,45,-0.238159737
YDL118W,NA,50,0.203545713
YDL118W,NA,55,0.021834797
YDL118W,NA,60,-0.295604833
YDL118W,NA,65,-0.169690969
YDL118W,NA,70,0.055106446
YDL118W,NA,75,0.013511533
YDL119C,NA,40,-0.29657207
YDL119C,NA,45,-0.621995299
YDL119C,NA,50,-0.537810992
YDL119C,NA,55,-0.488401324
YDL119C,NA,60,0.13894741
YDL119C,NA,65,0.336453503
YDL119C,NA,70,0.577493085
YDL119C,NA,75,0.354350147
YDL120W,YFH1,40,-0.60264752
YDL120W,YFH1,45,-0.427437035
YDL120W,YFH1,50,0.049429177
YDL120W,YFH1,55,0.065487574
YDL120W,YFH1,60,0.115630053
YDL120W,YFH1,65,0.357824116
YDL120W,YFH1,70,0.116382241
YDL120W,YFH1,75,0.094407994
YDL121C,NA,40,-0.163186172
YDL121C,NA,45,0.063255337
YDL121C,NA,50,-0.188153638
YDL121C,NA,55,-0.040763648
YDL121C,NA,60,0.175552172
YDL121C,NA,65,0.009154245
YDL121C,NA,70,0.137895327
YDL121C,NA,75,-0.034752225
YDL122W,UBP1,40,0.467725714
YDL122W,UBP1,45,0.158955337
YDL122W,UBP1,50,0.16184169
YDL122W,UBP1,55,-0.28838326
YDL122W,UBP1,60,-0.460423214
YDL122W,UBP1,65,-0.155198805
YDL122W,UBP1,70,-0.483351726
YDL122W,UBP1,75,0.290383054
YDL123W,SNA4,40,-0.176680593
YDL123W,SNA4,45,-0.064405224
YDL123W,SNA4,50,-0.005553689
YDL123W,SNA4,55,0.264880895
YDL123W,SNA4,60,-1.6e-16
YDL123W,SNA4,65,-0.411849592
YDL123W,SNA4,70,0.047582026
YDL123W,SNA4,75,0.233936051
YDL124W,NA,40,-0.663231189
YDL124W,NA,45,-0.412863827
YDL124W,NA,50,0.5143528
YDL124W,NA,55,0.225251413
YDL124W,NA,60,0.197169996
YDL124W,NA,65,0.242668222
YDL124W,NA,70,-0.08959661
YDL124W,NA,75,-0.413766773
YDL125C,HNT1,40,0.508415637
YDL125C,HNT1,45,-0.015419252
YDL125C,HNT1,50,-0.478344241
YDL125C,HNT1,55,-0.207057434
YDL125C,HNT1,60,0.036375363
YDL125C,HNT1,65,0.332676515
YDL125C,HNT1,70,0.113303462
YDL125C,HNT1,75,-0.649601125
YDL126C,CDC48,40,-0.023826744
YDL126C,CDC48,45,0.113463185
YDL126C,CDC48,50,0.082530053
YDL126C,CDC48,55,-0.005643818
YDL126C,CDC48,60,0.042960885
YDL126C,CDC48,65,-0.035439495
YDL126C,CDC48,70,-0.027626884
YDL126C,CDC48,75,-0.16392142
YDL127W,PCL2,40,-2.238499333
YDL127W,PCL2,45,-2.144497448
YDL127W,PCL2,50,-0.17903439299999999
YDL127W,PCL2,55,0.65826168
YDL127W,PCL2,60,0.244118955
YDL127W,PCL2,65,-0.208110805
YDL127W,PCL2,70,0.044336791
YDL127W,PCL2,75,1.013782017
YDL128W,VCX1,40,-0.103181139
YDL128W,VCX1,45,-0.148769964
YDL128W,VCX1,50,-0.050175407
YDL128W,VCX1,55,-0.164414018
YDL128W,VCX1,60,-0.184921668
YDL128W,VCX1,65,0.283979466
YDL128W,VCX1,70,0.047067918
YDL128W,VCX1,75,0.236932868
YDL129W,NA,40,1.187410581
YDL129W,NA,45,0.277821252
YDL129W,NA,50,-0.108630088
YDL129W,NA,55,-0.08477538
YDL129W,NA,60,-0.955267061
YDL129W,NA,65,-0.548005731
YDL129W,NA,70,-1.046804426
YDL129W,NA,75,-0.064839813
YDL130W,RPP1B,40,0.30210206
YDL130W,RPP1B,45,-0.68274615
YDL130W,RPP1B,50,-0.390853209
YDL130W,RPP1B,55,-0.041999708
YDL130W,RPP1B,60,-0.262048264
YDL130W,RPP1B,65,0.107270454
YDL130W,RPP1B,70,0.230089749
YDL130W,RPP1B,75,0.407185956
YDL130W-A,STF1,40,-1.596598776
YDL130W-A,STF1,45,-1.136465574
YDL130W-A,STF1,50,0.407576459
YDL130W-A,STF1,55,-0.122651337
YDL130W-A,STF1,60,0.405279039
YDL130W-A,STF1,65,-0.031728326
YDL130W-A,STF1,70,0.662256764
YDL130W-A,STF1,75,0.116855894
YDL131W,LYS21,40,-1.097117022
YDL131W,LYS21,45,-0.444047911
YDL131W,LYS21,50,0.058193041
YDL131W,LYS21,55,-0.165717741
YDL131W,LYS21,60,-0.057790119
YDL131W,LYS21,65,0.256120446
YDL131W,LYS21,70,-0.0061814
YDL131W,LYS21,75,0.777462398
YDL132W,CDC53,40,0.214408031
YDL132W,CDC53,45,-0.16703358
YDL132W,CDC53,50,0.046168879
YDL132W,CDC53,55,-0.049519961
YDL132W,CDC53,60,-0.12482439
YDL132W,CDC53,65,0.047236356
YDL132W,CDC53,70,-0.048949523
YDL132W,CDC53,75,0.047236356
YDL133C-A,RPL41B,40,-1.636993051
YDL133C-A,RPL41B,45,-0.316066747
YDL133C-A,RPL41B,50,0.061881351
YDL133C-A,RPL41B,55,0.325586335
YDL133C-A,RPL41B,60,-0.13359258
YDL133C-A,RPL41B,65,0.07937729
YDL133C-A,RPL41B,70,0.141049057
YDL133C-A,RPL41B,75,0.59205301
YDL133W,SRF1,40,0.367438829
YDL133W,SRF1,45,0.097709305
YDL133W,SRF1,50,0.003754711
YDL133W,SRF1,55,-0.069674489
YDL133W,SRF1,60,-0.074232464
YDL133W,SRF1,65,-0.098524461
YDL133W,SRF1,70,-0.23899446
YDL133W,SRF1,75,-0.069093655
YDL134C,PPH21,40,0.528950091
YDL134C,PPH21,45,0.227658288
YDL134C,PPH21,50,0.186381559
YDL134C,PPH21,55,-0.03437782
YDL134C,PPH21,60,-0.323272795
YDL134C,PPH21,65,-0.220724494
YDL134C,PPH21,70,-0.557767725
YDL134C,PPH21,75,-0.096826071
YDL135C,RDI1,40,-0.876092292
YDL135C,RDI1,45,-0.672538003
YDL135C,RDI1,50,0.076512298
YDL135C,RDI1,55,0.294371743
YDL135C,RDI1,60,0.598632676
YDL135C,RDI1,65,0.118161848
YDL135C,RDI1,70,0.134630847
YDL135C,RDI1,75,-0.23532011
YDL136W,RPL35B,40,-0.810119797
YDL136W,RPL35B,45,0.061771108
YDL136W,RPL35B,50,0.01448783
YDL136W,RPL35B,55,0.191688615
YDL136W,RPL35B,60,0.39496031
YDL136W,RPL35B,65,0.073647145
YDL136W,RPL35B,70,0.031469739
YDL136W,RPL35B,75,-0.24401253
YDL137W,ARF2,40,-0.594286353
YDL137W,ARF2,45,-0.535826698
YDL137W,ARF2,50,-0.12818361
YDL137W,ARF2,55,-0.098830677
YDL137W,ARF2,60,0.420027593
YDL137W,ARF2,65,0.128283321
YDL137W,ARF2,70,0.69107551
YDL137W,ARF2,75,-0.408013771
YDL138W,RGT2,40,0.132227663
YDL138W,RGT2,45,-0.479151119
YDL138W,RGT2,50,-0.123776541
YDL138W,RGT2,55,-0.089326031
YDL138W,RGT2,60,-0.392593299
YDL138W,RGT2,65,-0.052242671
YDL138W,RGT2,70,0.405627984
YDL138W,RGT2,75,0.353900787
YDL139C,SCM3,40,-0.096780994
YDL139C,SCM3,45,-0.297310581
YDL139C,SCM3,50,0.243174283
YDL139C,SCM3,55,0.209715393
YDL139C,SCM3,60,-0.132492119
YDL139C,SCM3,65,-0.251715695
YDL139C,SCM3,70,-0.238826731
YDL139C,SCM3,75,0.391190757
YDL140C,RPO21,40,0.127353209
YDL140C,RPO21,45,-0.204300957
YDL140C,RPO21,50,-0.092832968
YDL140C,RPO21,55,0.075376357
YDL140C,RPO21,60,-0.482377197
YDL140C,RPO21,65,-0.4144788
YDL140C,RPO21,70,0.033575885
YDL140C,RPO21,75,0.640439301
YDL141W,BPL1,40,-0.591711738
YDL141W,BPL1,45,-0.608039908
YDL141W,BPL1,50,-0.26330377
YDL141W,BPL1,55,-0.079692214
YDL141W,BPL1,60,-0.055498885
YDL141W,BPL1,65,0.229493163
YDL141W,BPL1,70,0.746820447
YDL141W,BPL1,75,0.121870929
YDL142C,CRD1,40,0.051488735
YDL142C,CRD1,45,-0.691490483
YDL142C,CRD1,50,0.06796874
YDL142C,CRD1,55,-0.051705309
YDL142C,CRD1,60,-0.033859195
YDL142C,CRD1,65,0.240951146
YDL142C,CRD1,70,0.03467375
YDL142C,CRD1,75,0.199772065
YDL143W,CCT4,40,1.042047285
YDL143W,CCT4,45,0.374238038
YDL143W,CCT4,50,-0.209771035
YDL143W,CCT4,55,-0.262673893
YDL143W,CCT4,60,-0.754707234
YDL143W,CCT4,65,-0.575157814
YDL143W,CCT4,70,-0.551814367
YDL143W,CCT4,75,6.35129e-4
YDL144C,NA,40,0.184998794
YDL144C,NA,45,0.373576503
YDL144C,NA,50,0.608970389
YDL144C,NA,55,0.34139748
YDL144C,NA,60,-1.008544991
YDL144C,NA,65,-0.741440921
YDL144C,NA,70,-0.838673264
YDL144C,NA,75,0.164944915
YDL145C,COP1,40,-0.263642575
YDL145C,COP1,45,-0.49850424
YDL145C,COP1,50,-0.142016317
YDL145C,COP1,55,-0.022548093
YDL145C,COP1,60,-0.019384287
YDL145C,COP1,65,0.217607026
YDL145C,COP1,70,0.313311884
YDL145C,COP1,75,0.234402889
YDL146W,LDB17,40,0.313883089
YDL146W,LDB17,45,-0.252804353
YDL146W,LDB17,50,-0.37046913
YDL146W,LDB17,55,-0.330526649
YDL146W,LDB17,60,-0.048103258
YDL146W,LDB17,65,0.298130744
YDL146W,LDB17,70,0.439073351
YDL146W,LDB17,75,-0.328398779
YDL147W,RPN5,40,0.362550053
YDL147W,RPN5,45,0.731175405
YDL147W,RPN5,50,0.218191581
YDL147W,RPN5,55,0.001433355
YDL147W,RPN5,60,-0.22289404
YDL147W,RPN5,65,-0.59127679
YDL147W,RPN5,70,-0.542592312
YDL147W,RPN5,75,-0.550237385
YDL148C,NOP14,40,0.982502532
YDL148C,NOP14,45,0.711973705
YDL148C,NOP14,50,0.068980167
YDL148C,NOP14,55,-0.337593169
YDL148C,NOP14,60,-0.637914886
YDL148C,NOP14,65,-0.636890245
YDL148C,NOP14,70,-1.185525337
YDL148C,NOP14,75,-0.285727036
YDL149W,ATG9,40,0.334380632
YDL149W,ATG9,45,-0.256145293
YDL149W,ATG9,50,0.087210107
YDL149W,ATG9,55,-0.061601182
YDL149W,ATG9,60,-0.315102326
YDL149W,ATG9,65,-0.316686835
YDL149W,ATG9,70,0.25340239
YDL149W,ATG9,75,0.114509964
YDL150W,RPC53,40,0.414280009
YDL150W,RPC53,45,0.285815581
YDL150W,RPC53,50,0.242897442
YDL150W,RPC53,55,0.113154754
YDL150W,RPC53,60,-0.652889292
YDL150W,RPC53,65,-0.644944346
YDL150W,RPC53,70,-0.662097831
YDL150W,RPC53,75,0.35143404
YDL151C,NA,40,-1.99293452
YDL151C,NA,45,-0.727309997
YDL151C,NA,50,-0.139116375
YDL151C,NA,55,-0.248599316
YDL151C,NA,60,-0.569657181
YDL151C,NA,65,-2.820850765
YDL151C,NA,70,-1.60636896
YDL151C,NA,75,2.087879417
YDL152W,NA,40,0.966935414
YDL152W,NA,45,0.808729734
YDL152W,NA,50,0.05126126
YDL152W,NA,55,-0.365612898
YDL152W,NA,60,-0.678761501
YDL152W,NA,65,-0.732258204
YDL152W,NA,70,-1.058834257
YDL152W,NA,75,-0.368372277
YDL153C,SAS10,40,0.931084886
YDL153C,SAS10,45,0.978284379
YDL153C,SAS10,50,0.117342595
YDL153C,SAS10,55,-0.414754966
YDL153C,SAS10,60,-0.621062285
YDL153C,SAS10,65,-0.802027108
YDL153C,SAS10,70,-1.227412497
YDL153C,SAS10,75,-0.649570204
YDL154W,MSH5,40,0.58917651
YDL154W,MSH5,45,-0.350545478
YDL154W,MSH5,50,-0.020033537
YDL154W,MSH5,55,-0.253061128
YDL154W,MSH5,60,-0.266922195
YDL154W,MSH5,65,0.051519724
YDL154W,MSH5,70,0.066335721
YDL154W,MSH5,75,-0.041713789
YDL155W,CLB3,40,-0.450117529
YDL155W,CLB3,45,-0.834791368
YDL155W,CLB3,50,-0.209552076
YDL155W,CLB3,55,0.046108003
YDL155W,CLB3,60,0.146781951
YDL155W,CLB3,65,0.221376796
YDL155W,CLB3,70,0.222505224
YDL155W,CLB3,75,0.454565863
YDL156W,CMR1,40,-0.264474735
YDL156W,CMR1,45,-0.565556045
YDL156W,CMR1,50,0.173234591
YDL156W,CMR1,55,0.414523261
YDL156W,CMR1,60,-0.556453838
YDL156W,CMR1,65,-0.244845928
YDL156W,CMR1,70,0.744145748
YDL156W,CMR1,75,-0.264474735
YDL157C,NA,40,-0.696105928
YDL157C,NA,45,0.075631388
YDL157C,NA,50,-0.046129867
YDL157C,NA,55,0.140521816
YDL157C,NA,60,0.59467697
YDL157C,NA,65,-0.150930551
YDL157C,NA,70,0.219245816
YDL157C,NA,75,-0.549665483
YDL158C,NA,40,-1.133571138
YDL158C,NA,45,-0.059943161
YDL158C,NA,50,0.015911784000000002
YDL158C,NA,55,0.037523875
YDL158C,NA,60,0.110280217
YDL158C,NA,65,0.29857917
YDL158C,NA,70,0.059041823
YDL158C,NA,75,0.258611693
YDL159C-B,NA,40,NA
YDL159C-B,NA,45,NA
YDL159C-B,NA,50,NA
YDL159C-B,NA,55,NA
YDL159C-B,NA,60,NA
YDL159C-B,NA,65,NA
YDL159C-B,NA,70,NA
YDL159C-B,NA,75,NA
YDL159W,STE7,40,0.445490467
YDL159W,STE7,45,-0.36770108
YDL159W,STE7,50,-0.160595325
YDL159W,STE7,55,-0.394142966
YDL159W,STE7,60,-0.351417667
YDL159W,STE7,65,-0.407547895
YDL159W,STE7,70,0.401008973
YDL159W,STE7,75,0.432383479
YDL159W-A,NA,40,NA
YDL159W-A,NA,45,-0.433862584
YDL159W-A,NA,50,-0.611649703
YDL159W-A,NA,55,-0.339446982
YDL159W-A,NA,60,1.022397578
YDL159W-A,NA,65,-0.419990409
YDL159W-A,NA,70,0.702373194
YDL159W-A,NA,75,0.494702278
YDL160C,DHH1,40,0.750668119
YDL160C,DHH1,45,-0.024240607
YDL160C,DHH1,50,-0.012629794
YDL160C,DHH1,55,-0.028529382
YDL160C,DHH1,60,-0.476226998
YDL160C,DHH1,65,-0.485695892
YDL160C,DHH1,70,-0.035466004
YDL160C,DHH1,75,-0.06844887
YDL160C-A,MHF2,40,-0.134087626
YDL160C-A,MHF2,45,-0.188007047
YDL160C-A,MHF2,50,-0.234714184
YDL160C-A,MHF2,55,0.239718913
YDL160C-A,MHF2,60,0.353337017
YDL160C-A,MHF2,65,0.337460003
YDL160C-A,MHF2,70,0.019060009
YDL160C-A,MHF2,75,-0.675813033
YDL161W,ENT1,40,0.935775419
YDL161W,ENT1,45,-0.13361805
YDL161W,ENT1,50,0.095698681
YDL161W,ENT1,55,-0.246830635
YDL161W,ENT1,60,-0.415316905
YDL161W,ENT1,65,-0.233077679
YDL161W,ENT1,70,-0.534849135
YDL161W,ENT1,75,-0.03903341
YDL162C,NA,40,0.319880266
YDL162C,NA,45,-0.77390188
YDL162C,NA,50,0.349833488
YDL162C,NA,55,-0.316429114
YDL162C,NA,60,-1.196134881
YDL162C,NA,65,-0.324291232
YDL162C,NA,70,1.455777864
YDL162C,NA,75,-3.167565729
YDL163W,NA,40,-1.523561956
YDL163W,NA,45,1.672835257
YDL163W,NA,50,NA
YDL163W,NA,55,NA
YDL163W,NA,60,NA
YDL163W,NA,65,NA
YDL163W,NA,70,2.158262084
YDL163W,NA,75,NA
YDL164C,CDC9,40,-0.730624945
YDL164C,CDC9,45,-1.09091948
YDL164C,CDC9,50,-0.001652142
YDL164C,CDC9,55,0.469535319
YDL164C,CDC9,60,0.517302568
YDL164C,CDC9,65,-0.171802582
YDL164C,CDC9,70,0.096520343
YDL164C,CDC9,75,0.209360052
YDL165W,CDC36,40,0.442261217
YDL165W,CDC36,45,-0.001396444
YDL165W,CDC36,50,-0.334375095
YDL165W,CDC36,55,-0.330859725
YDL165W,CDC36,60,0.016319658
YDL165W,CDC36,65,0.312395822
YDL165W,CDC36,70,0.121466203
YDL165W,CDC36,75,-0.48790283
YDL166C,FAP7,40,0.085742819
YDL166C,FAP7,45,0.418267735
YDL166C,FAP7,50,-0.176475786
YDL166C,FAP7,55,-0.178039237
YDL166C,FAP7,60,0.02302535
YDL166C,FAP7,65,0.057105091
YDL166C,FAP7,70,-0.081976642
YDL166C,FAP7,75,-0.264560719
YDL167C,NRP1,40,-0.17469716
YDL167C,NRP1,45,0.340752599
YDL167C,NRP1,50,0.073417826
YDL167C,NRP1,55,-0.285580511
YDL167C,NRP1,60,-0.183492432
YDL167C,NRP1,65,0.048751794
YDL167C,NRP1,70,-0.341388971
YDL167C,NRP1,75,0.345728074
YDL168W,SFA1,40,0.836309156
YDL168W,SFA1,45,0.158037998
YDL168W,SFA1,50,-0.294356749
YDL168W,SFA1,55,-0.284357617
YDL168W,SFA1,60,-0.394609305
YDL168W,SFA1,65,-0.123414178
YDL168W,SFA1,70,-0.062708087
YDL168W,SFA1,75,-0.275718699
YDL169C,UGX2,40,0.169734574
YDL169C,UGX2,45,0.036778404
YDL169C,UGX2,50,0.201457379
YDL169C,UGX2,55,0.313696764
YDL169C,UGX2,60,-0.172543078
YDL169C,UGX2,65,-0.795408371
YDL169C,UGX2,70,-0.206277433
YDL169C,UGX2,75,0.17165774
YDL170W,UGA3,40,-0.93068975
YDL170W,UGA3,45,-1.113004732
YDL170W,UGA3,50,-0.337045006
YDL170W,UGA3,55,-0.158171048
YDL170W,UGA3,60,-0.058069056
YDL170W,UGA3,65,0.120636831
YDL170W,UGA3,70,0.568562624
YDL170W,UGA3,75,0.84352724
YDL171C,GLT1,40,0.200283978
YDL171C,GLT1,45,-0.383299932
YDL171C,GLT1,50,-0.184724726
YDL171C,GLT1,55,0.038439396
YDL171C,GLT1,60,-0.28284593
YDL171C,GLT1,65,-0.041936699
YDL171C,GLT1,70,0.032254199
YDL171C,GLT1,75,0.445353373
YDL172C,NA,40,-1.73891683
YDL172C,NA,45,-0.124401259
YDL172C,NA,50,-0.047196036
YDL172C,NA,55,0.114250498
YDL172C,NA,60,-0.123126512
YDL172C,NA,65,0.285225966
YDL172C,NA,70,0.165547302
YDL172C,NA,75,0.56013234
YDL173W,PAR32,40,0.339143358
YDL173W,PAR32,45,-0.42991181
YDL173W,PAR32,50,0.029603611
YDL173W,PAR32,55,-0.019722158
YDL173W,PAR32,60,-0.082098255
YDL173W,PAR32,65,-0.271470156
YDL173W,PAR32,70,0.290923761
YDL173W,PAR32,75,-0.016027083
YDL174C,DLD1,40,0.834727223
YDL174C,DLD1,45,0.170769349
YDL174C,DLD1,50,0.30841863
YDL174C,DLD1,55,0.05539491
YDL174C,DLD1,60,-0.079078904
YDL174C,DLD1,65,-1.051047606
YDL174C,DLD1,70,-0.55130821
YDL174C,DLD1,75,-0.511180605
YDL175C,AIR2,40,0.187790338
YDL175C,AIR2,45,0.032758251
YDL175C,AIR2,50,-0.1231936
YDL175C,AIR2,55,-0.322985919
YDL175C,AIR2,60,-0.258318907
YDL175C,AIR2,65,0.314223525
YDL175C,AIR2,70,-0.083063573
YDL175C,AIR2,75,0.133556778
YDL176W,NA,40,-0.294392942
YDL176W,NA,45,-0.25389834
YDL176W,NA,50,-0.174538933
YDL176W,NA,55,0.069900931
YDL176W,NA,60,0.057329013
YDL176W,NA,65,0.186422835
YDL176W,NA,70,0.121037501
YDL176W,NA,75,0.194426517
YDL177C,NA,40,0.025880583
YDL177C,NA,45,0.04584532
YDL177C,NA,50,0.064379774
YDL177C,NA,55,-0.035602716
YDL177C,NA,60,-0.013551959
YDL177C,NA,65,-0.093348614
YDL177C,NA,70,-0.059761898
YDL177C,NA,75,0.057879045
YDL178W,DLD2,40,0.348334659
YDL178W,DLD2,45,-0.217600556
YDL178W,DLD2,50,-0.13544536
YDL178W,DLD2,55,-0.422929275
YDL178W,DLD2,60,-0.115010383
YDL178W,DLD2,65,0.05504406
YDL178W,DLD2,70,0.335390528
YDL178W,DLD2,75,-0.019415298
YDL179W,PCL9,40,-1.51055401
YDL179W,PCL9,45,-1.773723191
YDL179W,PCL9,50,-2.149407187
YDL179W,PCL9,55,-1.09433777
YDL179W,PCL9,60,-0.516293064
YDL179W,PCL9,65,0.975883226
YDL179W,PCL9,70,0.414771409
YDL179W,PCL9,75,1.413440223
YDL180W,NA,40,0.124023656
YDL180W,NA,45,-0.454790651
YDL180W,NA,50,0.073871452
YDL180W,NA,55,-0.128809642
YDL180W,NA,60,-0.174321888
YDL180W,NA,65,0.213752229
YDL180W,NA,70,0.056096751
YDL180W,NA,75,0.173712426
YDL181W,INH1,40,-0.82250526
YDL181W,INH1,45,-0.139657844
YDL181W,INH1,50,0.705493312
YDL181W,INH1,55,-0.591180393
YDL181W,INH1,60,0.277109906
YDL181W,INH1,65,0.074749078
YDL181W,INH1,70,0.157544988
YDL181W,INH1,75,-0.231118039
YDL182W,LYS20,40,0.794929197
YDL182W,LYS20,45,0.136483302
YDL182W,LYS20,50,0.376611863
YDL182W,LYS20,55,-0.370992441
YDL182W,LYS20,60,-0.643575755
YDL182W,LYS20,65,-0.308528354
YDL182W,LYS20,70,-0.40981169
YDL182W,LYS20,75,-0.161758676
YDL183C,NA,40,0.051893724
YDL183C,NA,45,-0.525651305
YDL183C,NA,50,0.070366384
YDL183C,NA,55,0.182167944
YDL183C,NA,60,-0.256464672
YDL183C,NA,65,0.107809714
YDL183C,NA,70,0.224570386
YDL183C,NA,75,0.001444702
YDL184C,RPL41A,40,-1.698507119
YDL184C,RPL41A,45,0.041669427
YDL184C,RPL41A,50,0.355281835
YDL184C,RPL41A,55,0.568347743
YDL184C,RPL41A,60,-0.353170079
YDL184C,RPL41A,65,-0.228396871
YDL184C,RPL41A,70,-0.261654082
YDL184C,RPL41A,75,0.515970051
YDL185C-A,NA,40,-1.213052403
YDL185C-A,NA,45,-0.766625766
YDL185C-A,NA,50,-0.198472342
YDL185C-A,NA,55,0.41354549
YDL185C-A,NA,60,0.06486851
YDL185C-A,NA,65,0.278185967
YDL185C-A,NA,70,0.343914607
YDL185C-A,NA,75,0.321433898
YDL185W,VMA1,40,-0.615296012
YDL185W,VMA1,45,-0.622839712
YDL185W,VMA1,50,-0.320433051
YDL185W,VMA1,55,-0.126248526
YDL185W,VMA1,60,-0.015814789
YDL185W,VMA1,65,0.334949753
YDL185W,VMA1,70,0.582031143
YDL185W,VMA1,75,0.302624013
YDL186W,NA,40,0.122701427
YDL186W,NA,45,-1.635184819
YDL186W,NA,50,-0.398964543
YDL186W,NA,55,-0.459866558
YDL186W,NA,60,-0.307863465
YDL186W,NA,65,0.312547872
YDL186W,NA,70,1.044743294
YDL186W,NA,75,-0.012886167
YDL187C,NA,40,-2.091180171
YDL187C,NA,45,-0.769252077
YDL187C,NA,50,-0.06608919
YDL187C,NA,55,0.151408964
YDL187C,NA,60,0.13121225
YDL187C,NA,65,0.647682458
YDL187C,NA,70,0.395601935
YDL187C,NA,75,0.18314689
YDL188C,PPH22,40,0.282336228
YDL188C,PPH22,45,-0.053231995
YDL188C,PPH22,50,0.239302315
YDL188C,PPH22,55,0.138721088
YDL188C,PPH22,60,-0.179002491
YDL188C,PPH22,65,-0.139855002
YDL188C,PPH22,70,-0.1685445
YDL188C,PPH22,75,-0.220869185
YDL189W,RBS1,40,-0.666614431
YDL189W,RBS1,45,-0.055865339
YDL189W,RBS1,50,-0.139248231
YDL189W,RBS1,55,0.223506042
YDL189W,RBS1,60,-0.004460101
YDL189W,RBS1,65,0.153353061
YDL189W,RBS1,70,0.109067031
